25 23 18 5 10 6 19 2 18 4 10 1 19 9 6 9 2 13 26 3
18 4 10 1 19 9 6 9 2 13 26 3 1 27 2 9 6 23 2 23
2 13 26 3 1 27 2 9 6 23 2 23 26 8 23 11 10 2 9 6
6 23 2 23 26 8 23 11 10 2 9 6 23 2 5 10 1 14 16 14
10 2 9 6 23 2 5 10 1 14 16 14 2 14 13 26 3 13 14 13
1 14 16 14 2 14 13 26 3 13 14 13 2 13 26 3 1 9 1 26
3 13 14 13 2 13 26 3 1 9 1 26 3 2 13 3 1 9 6 23
1 9 1 26 3 2 13 3 1 9 6 23 2 5 10 1 14 16 14 2
1 9 6 23 2 5 10 1 14 16 14 2 14 13 26 3 13 14 13 2
14 16 14 2 14 13 26 3 13 14 13 2 13 26 3 1 9 1 26 3
13 14 13 2 13 26 3 1 9 1 26 3 2 13 3 1 27 2 9 6
9 1 26 3 2 13 3 1 27 2 9 6 23 2 23 10 11 10 2 9
27 2 9 6 23 2 23 10 11 10 2 9 6 23 2 23 26 8 23 5
11 10 2 9 6 23 2 23 26 8 23 5 10 28 2 6 10 28 4 10
26 8 23 5 10 28 2 6 10 28 4 10 28 2 9 10 28 1 3 1
10 28 4 10 28 2 9 10 28 1 3 1 2 9 4 6 1 9 4 2
28 1 3 1 2 9 4 6 1 9 4 2 6 5 25 23 5 10 28 2
1 9 4 2 6 5 25 23 5 10 28 2 6 10 28 4 10 28 2 1
5 10 28 2 6 10 28 4 10 28 2 1 10 28 9 6 9 2 13 26
10 28 2 1 10 28 9 6 9 2 13 26 3 1 27 2 9 6 23 2
9 2 13 26 3 1 27 2 9 6 23 2 23 26 8 23 11 10 2 9
9 6 23 2 23 26 8 23 11 10 2 9 27 2 9 6 23 2 23 26
11 10 2 9 27 2 9 6 23 2 23 26 8 23 11 10 2 9 6 23
23 2 23 26 8 23 11 10 2 9 6 23 2 5 10 96 96 96 96 96
5 23 8 23 2 6 23 7 1 9 1 2 3 9 6 13 3 1 2 14
1 9 1 2 3 9 6 13 3 1 2 14 3 9 1 9 1 2 3 9
3 1 2 14 3 9 1 9 1 2 3 9 6 23 8 23 2 6 23 6
1 2 3 9 6 23 8 23 2 6 23 6 1 13 16 2 3 9 3 13
2 6 23 6 1 13 16 2 3 9 3 13 3 1 2 14 3 18 9 6
3 9 3 13 3 1 2 14 3 18 9 6 19 1 1 2 1 10 11 9
3 18 9 6 19 1 1 2 1 10 11 9 3 9 6 2 3 13 14 16
1 10 11 9 3 9 6 2 3 13 14 16 13 1 2 29 14 3 16 13
3 13 14 16 13 1 2 29 14 3 16 13 1 2 14 3 9 18 1 12
14 3 16 13 1 2 14 3 9 18 1 12 3 12 13 19 18 1 2 3
9 18 1 12 3 12 13 19 18 1 2 3 19 9 6 23 8 23 2 6
18 1 2 3 19 9 6 23 8 23 2 6 23 6 18 1 12 3 12 13
8 23 2 6 23 6 18 1 12 3 12 13 19 18 16 2 3 19 9 6
12 3 12 13 19 18 16 2 3 19 9 6 13 16 13 2 14 3 18 21
3 19 9 6 13 16 13 2 14 3 18 21 9 3 19 1 1 2 1 10
14 3 18 21 9 3 19 1 1 2 1 10 11 14 16 13 1 2 1 14
1 2 1 10 11 14 16 13 1 2 1 14 13 3 9 6 2 6 13 14
1 2 1 14 13 3 9 6 2 6 13 14 16 13 1 2 4 14 18 13
2 6 13 14 16 13 1 2 4 14 18 13 3 19 13 1 2 18 9 4
4 14 18 13 3 19 13 1 2 18 9 4 19 6 16 13 1 2 18 1
2 18 9 4 19 6 16 13 1 2 18 1 9 1 19 18 14 13 14 19
1 2 18 1 9 1 19 18 14 13 14 19 2 3 9 3 13 3 1 2
14 13 14 19 2 3 9 3 13 3 1 2 14 3 18 9 3 19 1 1
13 3 1 2 14 3 18 9 3 19 1 1 21 2 1 10 11 4 6 23
3 19 1 1 21 2 1 10 11 4 6 23 7 2 7 23 6 18 1 9
11 4 6 23 7 2 7 23 6 18 1 9 1 19 2 6 23 7 6 23
6 18 1 9 1 19 2 6 23 7 6 23 7 2 7 8 23 18 5 12
23 7 6 23 7 2 7 8 23 18 5 12 6 12 4 19 18 5 2 8
23 18 5 12 6 12 4 19 18 5 2 8 19 23 5 6 4 6 2 7
18 5 2 8 19 23 5 6 4 6 2 7 23 6 18 1 12 3 12 13
4 6 2 7 23 6 18 1 12 3 12 13 19 18 16 2 3 19 9 3
12 3 12 13 19 18 16 2 3 19 9 3 9 3 13 16 13 2 14 21
3 19 9 3 9 3 13 16 13 2 14 21 3 18 9 3 19 1 1 2
13 2 14 21 3 18 9 3 19 1 1 2 1 10 11 96 96 96 96 96
5 10 2 6 2 2 4 10 2 4 2 4 10 2 5 2 2 6 10 2
2 4 2 4 10 2 5 2 2 6 10 2 5 2 8 10 2 4 12 1
2 6 10 2 5 2 8 10 2 4 12 1 12 2 2 3 10 2 1 2
2 4 12 1 12 2 2 3 10 2 1 2 1 10 2 4 2 2 5 22
10 2 1 2 1 10 2 4 2 2 5 22 30 2 5 10 2 5 12 6
2 2 5 22 30 2 5 10 2 5 12 6 12 2 4 10 2 4 2 4
2 5 12 6 12 2 4 10 2 4 2 4 10 2 5 2 2 6 10 2
2 4 2 4 10 2 5 2 2 6 10 2 5 2 8 5 8 2 2 7
2 6 10 2 5 2 8 5 8 2 2 7 10 2 8 2 5 10 2 5
8 2 2 7 10 2 8 2 5 10 2 5 2 2 5 22 2 1 20 3
5 10 2 5 2 2 5 22 2 1 20 3 13 2 2 14 10 2 3 2
2 1 20 3 13 2 2 14 10 2 3 2 13 10 2 1 2 2 3 10
10 2 3 2 13 10 2 1 2 2 3 10 2 1 2 4 10 2 4 12
2 2 3 10 2 1 2 4 10 2 4 12 9 12 2 2 1 10 2 3
10 2 4 12 9 12 2 2 1 10 2 3 2 1 10 2 4 2 2 1
1 10 2 3 2 1 10 2 4 2 2 1 22 2 1 20 3 13 2 14
4 2 2 1 22 2 1 20 3 13 2 14 10 2 3 2 13 10 2 1
3 13 2 14 10 2 3 2 13 10 2 1 2 2 3 10 2 1 2 4
13 10 2 1 2 2 3 10 2 1 2 4 10 2 6 12 5 12 2 2
2 1 2 4 10 2 6 12 5 12 2 2 8 10 2 5 2 5 10 2
5 12 2 2 8 10 2 5 2 5 10 2 6 2 2 4 22 2 6 10
2 5 10 2 6 2 2 4 22 2 6 10 22 2 6 10 2 5 2 5
22 2 6 10 22 2 6 10 2 5 2 5 22 2 8 10 2 7 2 2
2 5 2 5 22 2 8 10 2 7 2 2 5 22 2 96 96 96 96 96
18 1 12 9 12 19 4 5 4 2 4 5 4 6 23 6 2 6 4 9
4 2 4 5 4 6 23 6 2 6 4 9 1 3 1 2 9 6 23 5
2 6 4 9 1 3 1 2 9 6 23 5 4 1 2 14 10 18 1 12
9 6 23 5 4 1 2 14 10 18 1 12 9 12 19 4 5 4 2 4
10 18 1 12 9 12 19 4 5 4 2 4 5 4 6 23 6 2 4 9
5 4 2 4 5 4 6 23 6 2 4 9 1 18 1 12 3 12 13 19
6 2 4 9 1 18 1 12 3 12 13 19 1 2 9 6 23 5 6 5
3 12 13 19 1 2 9 6 23 5 6 5 2 5 10 11 11 18 1 12
23 5 6 5 2 5 10 11 11 18 1 12 3 12 19 26 13 22 2 3
11 18 1 12 3 12 19 26 13 22 2 3 1 9 4 9 1 2 1 4
13 22 2 3 1 9 4 9 1 2 1 4 5 26 13 22 2 3 25 13
1 2 1 4 5 26 13 22 2 3 25 13 14 6 20 4 6 2 6 10
2 3 25 13 14 6 20 4 6 2 6 10 2 18 1 12 3 12 19 26
6 2 6 10 2 18 1 12 3 12 19 26 13 22 2 3 1 9 4 9
3 12 19 26 13 22 2 3 1 9 4 9 1 2 1 4 5 18 4 12
1 9 4 9 1 2 1 4 5 18 4 12 9 12 1 19 4 2 9 6
5 18 4 12 9 12 1 19 4 2 9 6 18 4 12 9 12 1 19 4
4 2 9 6 18 4 12 9 12 1 19 4 2 9 6 23 5 6 5 2
12 1 19 4 2 9 6 23 5 6 5 2 5 10 11 96 96 96 96 96
18 5 20 23 19 7 10 2 5 10 2 18 6 25 23 19 5 33 2 18
5 10 2 18 6 25 23 19 5 33 2 18 5 6 19 4 10 2 1 10
5 33 2 18 5 6 19 4 10 2 1 10 2 18 9 4 19 9 33 2
10 2 1 10 2 18 9 4 19 9 33 2 9 10 1 10 2 14 10 2
19 9 33 2 9 10 1 10 2 14 10 2 18 14 13 19 1 10 2 13
2 14 10 2 18 14 13 19 1 10 2 13 10 2 18 1 6 19 4 10
1 10 2 13 10 2 18 1 6 19 4 10 2 6 10 2 5 10 14 33
6 19 4 10 2 6 10 2 5 10 14 33 2 18 13 14 19 16 10 2
5 10 14 33 2 18 13 14 19 16 10 2 13 10 2 18 13 14 19 13
19 16 10 2 13 10 2 18 13 14 19 13 33 2 1 9 4 10 2 6
13 14 19 13 33 2 1 9 4 10 2 6 10 2 5 10 25 23 10 2
4 10 2 6 10 2 5 10 25 23 10 2 6 10 2 18 4 9 19 1
25 23 10 2 6 10 2 18 4 9 19 1 10 2 7 10 2 5 6 5
4 9 19 1 10 2 7 10 2 5 6 5 33 18 5 20 23 19 18 7
2 5 6 5 33 18 5 20 23 19 18 7 10 2 5 10 19 2 40 5
23 19 18 7 10 2 5 10 19 2 40 5 10 5 33 2 18 5 23 19
19 2 40 5 10 5 33 2 18 5 23 19 18 7 10 2 4 10 19 2
18 5 23 19 18 7 10 2 4 10 19 2 40 4 10 4 33 2 18 6
4 10 19 2 40 4 10 4 33 2 18 6 5 19 18 23 10 2 13 10
33 2 18 6 5 19 18 23 10 2 13 10 19 2 40 13 10 18 14 13
10 2 13 10 19 2 40 13 10 18 14 13 3 1 9 4 19 18 1 29
10 18 14 13 3 1 9 4 19 18 1 29 16 14 13 3 19 1 33 2
19 18 1 29 16 14 13 3 19 1 33 2 18 1 9 19 4 10 2 4
19 1 33 2 18 1 9 19 4 10 2 4 10 2 18 9 4 19 6 10
4 10 2 4 10 2 18 9 4 19 6 10 2 6 10 2 6 10 18 4
4 19 6 10 2 6 10 2 6 10 18 4 6 4 9 1 26 3 19 13
6 10 18 4 6 4 9 1 26 3 19 13 33 2 18 1 9 19 4 10
26 3 19 13 33 2 18 1 9 19 4 10 2 4 10 2 4 10 6 33
9 19 4 10 2 4 10 2 4 10 6 33 2 18 4 41 6 33 2 18
4 10 6 33 2 18 4 41 6 33 2 18 4 41 19 1 10 2 7 10
6 33 2 18 4 41 19 1 10 2 7 10 2 18 5 6 19 5 33 96
1 9 6 6 2 6 10 5 23 6 6 2 6 10 1 9 6 4 2 9
23 6 6 2 6 10 1 9 6 4 2 9 6 5 6 4 9 2 1 13
6 4 2 9 6 5 6 4 9 2 1 13 1 9 6 6 2 6 10 5
9 2 1 13 1 9 6 6 2 6 10 5 23 6 6 2 6 10 14 13
2 6 10 5 23 6 6 2 6 10 14 13 3 1 2 9 6 5 6 4
6 10 14 13 3 1 2 9 6 5 6 4 9 2 1 10 11 14 13 14
6 5 6 4 9 2 1 10 11 14 13 14 13 2 3 13 3 1 3 1
11 14 13 14 13 2 3 13 3 1 3 1 2 9 1 3 13 16 14 2
3 1 3 1 2 9 1 3 13 16 14 2 3 1 9 3 1 1 2 1
13 16 14 2 3 1 9 3 1 1 2 1 10 14 13 14 13 2 3 13
1 1 2 1 10 14 13 14 13 2 3 13 3 1 3 1 2 9 1 3
13 2 3 13 3 1 3 1 2 9 1 3 1 2 9 1 3 13 3 1
2 9 1 3 1 2 9 1 3 13 3 1 2 9 6 5 6 4 9 2
3 13 3 1 2 9 6 5 6 4 9 2 1 10 11 96 96 96 96 96
6 1 3 13 2 3 1 4 6 23 7 2 18 15 8 23 17 8 10 7
6 23 7 2 18 15 8 23 17 8 10 7 19 7 23 6 2 6 23 6
17 8 10 7 19 7 23 6 2 6 23 6 4 3 3 2 3 1 4 1
2 6 23 6 4 3 3 2 3 1 4 1 3 13 2 3 1 4 6 23
3 1 4 1 3 13 2 3 1 4 6 23 7 18 15 8 23 17 8 10
1 4 6 23 7 18 15 8 23 17 8 10 7 19 7 23 6 6 23 6
23 17 8 10 7 19 7 23 6 6 23 6 4 1 1 2 1 10 11 11
6 6 23 6 4 1 1 2 1 10 11 11 14 13 1 13 2 16 13 1
1 10 11 11 14 13 1 13 2 16 13 1 14 13 14 2 29 16 14 13
2 16 13 1 14 13 14 2 29 16 14 13 1 13 2 16 13 1 14 13
29 16 14 13 1 13 2 16 13 1 14 13 14 3 10 14 13 1 13 2
13 1 14 13 14 3 10 14 13 1 13 2 16 13 1 14 13 14 2 29
13 1 13 2 16 13 1 14 13 14 2 29 16 14 13 14 16 2 3 13
13 14 2 29 16 14 13 14 16 2 3 13 14 13 1 1 14 2 29 16
16 2 3 13 14 13 1 1 14 2 29 16 14 13 14 16 2 3 13 14
14 2 29 16 14 13 14 16 2 3 13 14 13 1 1 2 1 10 11 96
6 47 2 2 7 23 6 2 6 10 4 2 2 9 6 1 2 9 6 5
6 10 4 2 2 9 6 1 2 9 6 5 2 2 6 1 9 2 1 3
2 9 6 5 2 2 6 1 9 2 1 3 14 2 2 13 3 1 2 9
9 2 1 3 14 2 2 13 3 1 2 9 6 5 2 23 7 23 2 5
3 1 2 9 6 5 2 23 7 23 2 5 6 4 2 2 9 6 1 2
7 23 2 5 6 4 2 2 9 6 1 2 9 6 5 2 2 6 1 9
9 6 1 2 9 6 5 2 2 6 1 9 2 6 5 8 2 2 23 7
2 6 1 9 2 6 5 8 2 2 23 7 7 2 7 10 2 11 14 2
2 2 23 7 7 2 7 10 2 11 14 2 2 13 1 14 2 13 3 9
2 11 14 2 2 13 1 14 2 13 3 9 2 2 6 1 9 2 6 1
2 13 3 9 2 2 6 1 9 2 6 1 3 2 2 13 1 14 2 13
9 2 6 1 3 2 2 13 1 14 2 13 3 9 2 2 6 4 9 2
1 14 2 13 3 9 2 2 6 4 9 2 1 10 3 2 16 29 16 2
6 4 9 2 1 10 3 2 16 29 16 2 14 16 14 2 2 13 14 13
16 29 16 2 14 16 14 2 2 13 14 13 2 3 1 9 2 2 6 1
2 13 14 13 2 3 1 9 2 2 6 1 9 2 6 5 8 2 2 23
2 2 6 1 9 2 6 5 8 2 2 23 2 2 6 1 9 2 6 5
8 2 2 23 2 2 6 1 9 2 6 5 8 2 2 23 7 7 2 7
9 2 6 5 8 2 2 23 7 7 2 7 10 2 11 96 96 96 96 96
7 10 2 1 33 2 6 10 2 23 10 2 7 10 2 2 41 10 2 8
2 23 10 2 7 10 2 2 41 10 2 8 33 2 4 47 10 2 41 33
41 10 2 8 33 2 4 47 10 2 41 33 2 2 7 10 2 1 33 2
10 2 41 33 2 2 7 10 2 1 33 2 6 10 2 23 33 2 2 7
2 1 33 2 6 10 2 23 33 2 2 7 10 2 23 33 2 6 10 2
33 2 2 7 10 2 23 33 2 6 10 2 5 10 2 8 10 2 7 10
2 6 10 2 5 10 2 8 10 2 7 10 2 1 33 2 6 10 2 23
10 2 7 10 2 1 33 2 6 10 2 23 5 6 23 2 2 8 10 2
6 10 2 23 5 6 23 2 2 8 10 2 9 1 2 3 1 9 4 2
2 8 10 2 9 1 2 3 1 9 4 2 9 1 3 9 2 7 22 2
1 9 4 2 9 1 3 9 2 7 22 2 1 2 3 1 9 4 2 23
2 7 22 2 1 2 3 1 9 4 2 23 5 6 23 2 2 7 8 23
9 4 2 23 5 6 23 2 2 7 8 23 5 2 23 5 6 23 2 8
2 7 8 23 5 2 23 5 6 23 2 8 23 8 7 2 7 10 2 1
6 23 2 8 23 8 7 2 7 10 2 1 10 2 3 1 9 4 2 6
7 10 2 1 10 2 3 1 9 4 2 6 5 23 6 2 8 10 2 9
9 4 2 6 5 23 6 2 8 10 2 9 1 2 3 1 9 4 2 9
8 10 2 9 1 2 3 1 9 4 2 9 1 3 9 2 13 3 3 9
9 4 2 9 1 3 9 2 13 3 3 9 2 1 9 4 6 2 23 5
13 3 3 9 2 1 9 4 6 2 23 5 6 23 2 2 7 10 2 1
6 2 23 5 6 23 2 2 7 10 2 1 10 2 3 1 9 4 2 9
7 10 2 1 10 2 3 1 9 4 2 9 1 3 9 2 13 3 1 9
9 4 2 9 1 3 9 2 13 3 1 9 2 1 9 4 6 2 23 5
13 3 1 9 2 1 9 4 6 2 23 5 6 23 2 2 8 10 2 9
6 2 23 5 6 23 2 2 8 10 2 9 1 2 3 1 9 4 2 9
8 10 2 9 1 2 3 1 9 4 2 9 1 3 9 2 1 10 2 13
9 4 2 9 1 3 9 2 1 10 2 13 10 2 7 10 2 5 10 2
1 10 2 13 10 2 7 10 2 5 10 2 23 10 2 6 10 2 7 10
2 5 10 2 23 10 2 6 10 2 7 10 2 13 10 2 7 10 2 13
10 2 7 10 2 13 10 2 7 10 2 13 10 2 9 1 3 9 1 10
7 10 2 13 10 2 9 1 3 9 1 10 2 13 10 2 7 10 2 5
3 9 1 10 2 13 10 2 7 10 2 5 10 2 23 10 2 6 10 2
7 10 2 5 10 2 23 10 2 6 10 2 2 3 10 2 13 3 2 13
2 6 10 2 2 3 10 2 13 3 2 13 3 13 3 2 13 3 1 9
13 3 2 13 3 13 3 2 13 3 1 9 1 10 2 3 1 2 3 1
13 3 1 9 1 10 2 3 1 2 3 1 9 4 2 6 5 23 8 2
1 2 3 1 9 4 2 6 5 23 8 2 7 8 23 5 2 23 5 6
5 23 8 2 7 8 23 5 2 23 5 6 23 2 8 23 5 8 2 7
2 23 5 6 23 2 8 23 5 8 2 7 8 23 5 2 6 23 5 6
5 8 2 7 8 23 5 2 6 23 5 6 2 4 6 5 23 2 2 8
6 23 5 6 2 4 6 5 23 2 2 8 7 8 23 2 8 7 41 4
23 2 2 8 7 8 23 2 8 7 41 4 47 2 41 7 8 41 2 7
8 7 41 4 47 2 41 7 8 41 2 7 49 2 6 47 10 2 4 47
8 41 2 7 49 2 6 47 10 2 4 47 33 2 2 7 8 23 5 2
10 2 4 47 33 2 2 7 8 23 5 2 6 10 2 7 10 2 41 10
8 23 5 2 6 10 2 7 10 2 41 10 2 8 10 4 47 10 2 7
10 2 41 10 2 8 10 4 47 10 2 7 10 2 41 10 2 8 10 2
47 10 2 7 10 2 41 10 2 8 10 2 7 8 23 7 41 7 8 23
2 8 10 2 7 8 23 7 41 7 8 23 2 8 7 41 4 47 2 41
41 7 8 23 2 8 7 41 4 47 2 41 7 8 41 2 6 47 4 47
4 47 2 41 7 8 41 2 6 47 4 47 41 6 47 2 4 47 41 7
6 47 4 47 41 6 47 2 4 47 41 7 4 47 2 7 8 23 5 6
4 47 41 7 4 47 2 7 8 23 5 6 5 23 8 2 7 8 23 7
8 23 5 6 5 23 8 2 7 8 23 7 2 41 7 8 41 2 7 10
7 8 23 7 2 41 7 8 41 2 7 10 2 23 7 2 8 10 2 5
41 2 7 10 2 23 7 2 8 10 2 5 8 2 23 5 6 23 7 1
8 10 2 5 8 2 23 5 6 23 7 1 9 1 2 3 1 9 4 2
6 23 7 1 9 1 2 3 1 9 4 2 9 1 3 9 2 1 3 13
1 9 4 2 9 1 3 9 2 1 3 13 1 2 1 10 2 7 10 2
2 1 3 13 1 2 1 10 2 7 10 2 23 10 2 6 10 2 2 7
2 7 10 2 23 10 2 6 10 2 2 7 10 2 23 33 2 6 10 2
10 2 2 7 10 2 23 33 2 6 10 2 2 6 10 2 2 7 10 2
2 6 10 2 2 6 10 2 2 7 10 2 23 33 2 6 10 2 5 10
2 7 10 2 23 33 2 6 10 2 5 10 2 8 10 96 96 96 96 96
18 7 20 8 19 2 31 21 2 18 5 22 2 6 4 6 19 2 2 51
2 18 5 22 2 6 4 6 19 2 2 51 5 10 2 51 7 10 2 51
19 2 2 51 5 10 2 51 7 10 2 51 8 10 2 2 18 26 23 22
7 10 2 51 8 10 2 2 18 26 23 22 2 6 5 23 19 2 2 26
18 26 23 22 2 6 5 23 19 2 2 26 23 10 2 8 10 2 18 7
19 2 2 26 23 10 2 8 10 2 18 7 20 8 19 2 31 21 2 5
10 2 18 7 20 8 19 2 31 21 2 5 10 2 1 9 2 4 6 2
31 21 2 5 10 2 1 9 2 4 6 2 2 51 5 10 2 51 7 10
2 4 6 2 2 51 5 10 2 51 7 10 2 51 8 10 2 2 15 6
2 51 7 10 2 51 8 10 2 2 15 6 17 5 20 23 2 5 20 6
2 2 15 6 17 5 20 23 2 5 20 6 2 4 20 9 2 2 1 33
2 5 20 6 2 4 20 9 2 2 1 33 2 8 20 23 2 2 5 10
2 2 1 33 2 8 20 23 2 2 5 10 2 1 9 2 4 6 2 2
2 2 5 10 2 1 9 2 4 6 2 2 51 5 10 2 51 7 10 2
4 6 2 2 51 5 10 2 51 7 10 2 51 8 10 2 2 26 23 10
51 7 10 2 51 8 10 2 2 26 23 10 30 2 23 18 5 12 6 12
2 26 23 10 30 2 23 18 5 12 6 12 19 2 5 23 2 2 26 23
5 12 6 12 19 2 5 23 2 2 26 23 10 2 8 10 2 18 5 20
2 2 26 23 10 2 8 10 2 18 5 20 8 19 2 31 21 2 7 22
2 18 5 20 8 19 2 31 21 2 7 22 2 4 47 2 18 7 8 12
21 2 7 22 2 4 47 2 18 7 8 12 23 12 19 2 2 7 33 2
18 7 8 12 23 12 19 2 2 7 33 2 4 9 2 2 1 22 9 2
2 7 33 2 4 9 2 2 1 22 9 2 4 6 2 2 5 33 2 2
1 22 9 2 4 6 2 2 5 33 2 2 4 20 9 2 31 21 2 1
