10 2 14 2 13 10 2 1 9 6 5 2 23 5 6 6 1 1 2 9 6 5 1 10 2 3 2 13 10 2
4 5 4 2 6 10 2 2 5 10 2 2 24 21 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
8 7 41 2 2 6 47 8 6 47 2 23 10 8 2 6 47 10 2 4 47 41 4 47 2 41 2 2 8 6
1 3 1 4 2 5 6 4 7 8 7 2 5 6 4 7 8 7 2 9 4 6 4 5 8 2 8 10 1 3
3 12 13 12 2 15 16 17 14 19 13 3 1 4 5 2 6 5 8 18 7 5 19 5 2 5 10 11 96 96
2 2 14 29 14 2 3 13 14 2 2 13 10 13 2 14 10 13 2 2 3 1 9 2 1 10 2 11 96 96
16 22 14 19 2 13 10 16 10 2 2 18 14 22 13 19 2 1 10 1 10 2 2 1 33 2 1 3 13 14
2 1 10 2 3 2 18 25 13 12 10 14 12 10 16 19 40 14 2 26 13 3 1 2 2 18 9 1 50 4
41 22 2 3 2 2 1 10 2 4 10 2 4 22 2 4 47 2 7 8 23 7 2 24 21 96 96 96 96 96
31 21 2 8 61 2 18 7 10 8 10 19 2 2 26 41 49 2 18 5 47 6 47 2 4 47 25 41 7 8
10 2 28 2 9 10 2 28 1 3 1 2 9 4 6 1 9 4 2 6 5 25 23 5 10 2 28 2 6 10
9 6 23 2 2 8 10 41 8 2 6 9 3 9 2 2 1 13 3 9 2 18 22 11 10 6 6 6 6 10
2 5 23 2 8 10 2 7 10 2 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
3 10 13 2 14 13 3 2 13 3 1 2 2 3 14 3 2 1 4 6 2 2 4 6 4 2 5 6 4 2
6 10 11 3 1 16 16 2 16 25 14 16 3 26 14 14 2 14 3 1 3 16 16 2 16 25 14 16 4 6
1 2 9 22 1 10 2 3 2 13 10 2 16 2 14 3 9 13 16 13 2 14 3 1 2 9 22 9 6 5
9 1 6 10 6 2 6 5 23 2 6 5 23 4 10 4 2 4 10 6 2 4 9 1 11 11 1 13 14 2
6 4 2 5 8 7 48 27 2 3 16 16 2 3 16 16 3 14 14 2 14 3 1 3 14 3 2 1 4 5
18 1 4 19 18 6 7 19 2 2 18 22 23 8 7 19 2 23 6 6 4 1 3 13 1 2 3 13 1 4
1 10 2 1 10 2 3 10 2 16 10 2 16 10 2 2 3 10 2 14 10 2 14 3 2 2 1 10 2 9
8 23 5 6 5 8 2 7 10 2 4 47 7 5 4 2 4 6 4 1 9 4 2 9 4 9 13 3 1 2
4 9 22 2 4 1 4 6 5 6 2 4 5 8 7 8 5 2 5 6 4 6 5 6 2 4 5 8 9 3
7 6 10 7 2 6 4 9 4 6 5 2 6 5 8 5 8 6 2 5 8 7 6 10 7 2 4 10 7 6
3 33 2 6 10 2 9 33 2 2 4 10 2 14 33 2 1 10 2 4 9 1 4 2 24 21 96 96 96 96
2 11 2 1 3 2 31 21 2 18 26 13 20 3 19 18 13 20 14 19 2 13 10 18 1 20 3 19 2 2
3 20 1 18 3 14 19 2 18 4 9 19 18 13 3 19 1 10 9 10 2 28 10 3 10 1 20 25 9 1
22 2 16 13 1 2 2 6 1 13 2 14 16 14 2 2 13 10 13 2 3 9 6 2 2 5 8 6 2 7
2 4 6 5 2 2 4 14 13 2 3 1 4 2 2 8 23 5 2 6 4 1 2 11 96 96 96 96 96 96
2 2 9 1 9 2 6 12 10 4 12 10 6 5 2 2 8 6 6 2 7 8 12 10 23 12 10 5 2 11
2 4 2 9 10 2 3 11 55 21 55 2 34 67 57 14 69 62 2 16 43 1 2 6 57 36 73 34 2 13
6 5 2 27 2 4 6 5 2 6 10 14 2 11 10 2 4 6 5 2 6 10 5 2 11 2 6 22 2 14
74 8 33 8 19 48 51 11 41 24 74 9 36 3 52 9 3 43 1 44 18 74 23 2 5 2 6 2 4 2
9 1 2 6 5 23 2 2 5 8 8 2 8 10 2 11 11 21 4 2 2 4 25 9 1 2 3 10 13 2
6 5 2 8 7 8 2 14 3 1 2 14 3 1 2 2 18 22 4 25 9 1 2 14 2 3 1 4 2 2
7 2 2 5 20 6 5 2 4 10 2 5 2 2 9 10 2 6 2 23 10 2 7 2 2 5 20 6 5 2
9 4 6 2 6 4 9 4 5 8 2 8 10 2 6 12 4 12 9 10 9 2 9 1 3 1 4 5 2 5
19 2 2 18 1 29 16 19 2 14 10 2 1 2 2 18 39 5 23 5 19 2 6 5 6 2 2 4 15 1
2 2 4 5 5 2 6 23 23 2 2 5 8 8 2 8 10 2 9 2 2 4 5 5 2 1 6 5 2 2
13 12 3 12 20 1 12 19 2 2 18 3 20 1 19 2 3 13 2 1 3 2 2 4 22 2 18 9 1 4
15 14 13 17 3 2 2 3 15 13 3 17 9 2 2 1 20 9 6 6 2 6 22 2 1 12 10 30 3 12
10 2 14 13 2 3 1 2 2 3 10 2 5 10 2 4 9 2 2 1 10 2 1 14 2 13 3 2 2 15
14 2 14 13 14 2 2 16 13 1 2 1 25 9 1 2 14 1 4 2 14 1 4 2 14 1 4 2 14 10
6 23 7 7 20 5 5 2 5 6 23 7 20 5 5 2 5 10 11 11 6 53 4 22 2 9 4 9 1 3
2 2 2 18 14 13 19 18 14 16 19 2 18 14 13 19 18 3 1 19 2 2 2 2 3 10 2 1 4 2
3 13 10 3 2 13 14 16 14 10 13 2 3 13 14 13 10 1 2 1 3 13 3 9 6 2 6 10 3 13
6 2 2 4 49 4 10 28 10 2 2 21 14 22 14 2 14 10 13 3 2 2 1 13 13 1 2 13 22 6
12 19 9 4 6 2 4 20 9 4 6 5 8 2 5 6 4 9 1 3 2 1 3 1 9 21 6 6 2 6
14 16 19 3 13 14 3 2 1 3 13 14 18 18 22 16 14 13 19 2 18 14 3 19 2 1 10 24 21 96
6 2 6 5 23 2 8 10 8 30 2 8 7 8 2 2 23 10 23 30 2 23 8 23 2 2 6 4 9 2
14 2 2 1 20 4 2 6 5 2 2 8 5 2 18 5 5 2 4 1 2 2 26 13 20 13 2 3 14 2
13 10 9 2 6 20 4 9 2 2 23 10 9 13 22 2 2 16 13 1 2 14 3 9 2 2 13 9 4 2
4 6 2 5 10 4 6 23 7 2 6 23 7 5 18 4 6 19 2 5 10 4 1 3 13 2 14 13 14 3
2 1 9 4 2 2 9 6 23 2 8 41 8 2 2 6 22 2 9 4 9 2 2 1 22 2 4 9 1 2
11 8 5 4 2 3 13 14 51 13 3 1 2 3 1 4 8 5 4 2 1 4 5 51 23 7 23 2 6 5
14 16 3 9 2 16 3 9 13 14 16 2 3 9 6 16 3 9 2 16 3 9 4 10 2 9 2 1 9 4
6 4 9 2 1 10 9 2 2 4 6 5 2 6 10 5 2 2 23 5 6 2 5 6 4 2 2 6 22 2
2 9 22 12 10 6 12 4 12 6 12 5 12 8 12 2 7 12 8 12 23 12 5 12 6 6 12 4 12 2
14 22 2 13 10 3 2 2 16 10 13 2 3 10 1 2 2 1 22 30 2 1 10 9 2 2 15 9 17 4
3 9 6 2 2 5 8 6 2 7 10 2 6 2 11 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
6 2 18 4 3 19 18 1 4 19 2 2 6 5 8 7 2 8 23 5 6 2 2 4 22 9 2 18 4 6
2 4 9 1 3 9 6 2 6 10 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
4 9 2 1 10 2 9 4 18 9 4 19 18 6 5 19 2 23 10 2 6 9 18 4 10 2 6 5 19 2
2 1 4 5 11 9 20 1 9 2 14 10 2 9 3 10 2 9 2 14 10 2 9 9 20 1 9 2 14 10
2 4 6 5 2 23 8 7 2 2 8 7 8 2 23 8 23 2 2 5 23 5 2 4 22 2 2 6 25 5
1 9 2 9 4 6 5 8 5 2 5 6 4 3 10 2 16 2 14 10 2 3 1 4 5 2 6 10 11 96
10 1 10 2 2 18 9 22 6 2 23 10 6 10 19 2 2 9 33 2 4 22 9 2 2 18 1 22 4 19
22 14 29 14 2 3 20 14 2 18 22 13 16 13 2 1 20 13 2 2 18 22 3 14 3 2 9 20 3 1
2 16 3 9 1 3 25 13 2 14 1 4 6 16 29 2 16 25 14 16 3 1 3 2 14 25 13 14 3 26
18 13 12 14 12 19 16 13 1 2 3 9 6 1 10 6 2 6 10 26 9 4 5 4 2 6 5 23 8 10
2 5 4 4 2 23 6 6 2 2 5 23 5 2 8 10 6 2 2 1 9 1 2 3 9 6 2 1 9 4
9 6 6 4 1 2 3 13 14 13 16 13 2 14 13 3 6 4 9 2 1 10 3 13 1 13 2 3 9 6
9 13 4 4 2 4 16 13 3 6 6 2 3 1 9 3 6 6 2 3 13 26 14 13 3 1 2 3 1 9
1 2 9 1 3 2 2 13 22 2 3 9 6 2 7 23 6 2 7 23 6 2 2 5 4 9 2 1 9 4
2 3 10 2 13 2 14 10 2 16 2 2 29 10 2 16 2 14 13 3 2 2 2 2 1 10 2 4 2 4
13 10 16 14 2 13 3 1 4 2 2 15 1 10 17 9 4 6 5 2 23 10 18 18 22 7 8 23 19 2
21 5 8 23 2 5 23 8 7 23 6 2 7 5 4 7 23 6 2 1 10 3 13 1 4 2 6 5 23 5
1 3 9 6 2 6 10 4 6 22 2 6 5 8 18 39 5 10 8 19 2 18 5 10 8 19 7 10 8 2
14 10 2 3 13 10 2 1 2 14 10 2 3 13 20 14 16 2 4 20 9 1 3 20 13 1 2 9 20 4
22 6 4 9 2 6 2 4 6 5 2 2 6 23 7 2 41 4 47 6 47 2 5 47 4 47 7 2 5 6
6 6 2 2 4 6 4 2 5 10 6 2 2 4 3 3 2 3 1 4 2 2 1 4 5 2 6 22 2 11
14 2 14 22 2 4 2 1 10 2 3 13 2 14 10 2 13 14 2 2 16 10 2 29 20 16 2 14 13 3
6 2 2 5 22 2 6 23 7 2 2 23 8 23 2 5 8 6 2 27 2 7 8 7 2 7 23 6 2 11
12 13 12 14 19 3 31 21 1 4 5 2 6 5 8 7 8 5 2 6 5 6 4 5 5 5 10 11 1 3
18 1 12 9 12 19 4 6 5 2 5 4 5 5 4 5 2 6 20 4 9 4 6 5 2 5 4 5 15 1
19 2 2 8 10 2 7 10 2 18 18 22 7 20 8 5 19 2 2 6 10 2 6 18 4 12 9 12 19 2
1 1 3 8 8 2 8 10 6 23 7 7 2 6 7 7 1 3 13 2 15 16 17 14 10 13 3 16 14 2
1 7 7 2 2 41 7 8 23 2 5 8 41 8 2 27 2 7 23 8 41 2 7 33 2 11 10 2 7 23
5 6 4 6 2 6 23 7 1 13 3 2 18 1 10 9 19 4 5 4 2 1 6 18 23 5 19 8 8 2
2 13 10 1 3 9 6 2 6 10 18 15 4 12 6 12 17 5 19 11 55 4 16 36 2 10 11 2 62 71
2 7 10 2 9 31 21 18 4 12 10 9 12 10 1 19 18 3 12 10 13 12 10 2 14 19 1 9 4 5
11 11 2 21 18 22 1 3 13 2 2 14 13 14 13 2 14 1 4 1 2 2 3 10 2 1 10 2 1 10
